episode,avg_speed,avg_accel,avg_gap,avg_risk,avg_lane_change,episode_reward,avg_ttc,avg_pet,avg_collision,loss
1,22.93608880295527,-1.0089212714900275,0.0,1.0064736442554203,4,33.142550318851185,0.4106761328938031,-0.8049386218585604,1,
2,23.14134298404813,-1.1179772059947513,0.0,1.017836045371893,2,28.21935942122513,0.6276201780797832,-0.6477145384808671,1,1.667393021285534
3,23.499030823119366,-1.2311110063224386,0.0,1.0060349544954994,3,24.091418630758813,0.5999240253808162,-0.8503246609467519,1,1.1780185300224233
4,22.993992283517333,-1.7407165864689882,0.0,1.0138247494918122,2,18.083895586378677,0.6142321427320976,-1.1178551756867647,1,0.13856260352768004
5,23.575986225093395,-1.3491332792290456,0.0,1.007454785884221,5,20.85659852993874,0.797200733585698,-0.8876503432889491,1,0.09755407427640064
6,22.920606537503186,-1.5544431142349986,0.0,1.0,3,19.93236421541872,0.6892820057088086,-1.1101876871968648,1,0.060664710377089
7,23.397844117970216,-1.2286317395445927,0.0,1.0161906345091762,2,22.24295000171877,0.8556094993968063,-0.8862993503829331,1,0.053320469106642565
8,23.227253439897247,-1.1933438969456196,0.0,1.0148308435933775,0,24.550913689150217,0.7478292398264951,-0.9149649323142879,1,0.05563342614375331
9,23.478589502580835,-1.3843960736025092,0.0,1.0131198660046834,2,21.778210745590155,0.9212504133483476,-0.95741998485093,1,0.0512514652897759
10,23.381028618761224,-1.7413751060111764,0.0,1.0217427724685868,0,17.621778429118667,0.7141686272559762,-1.144876600553576,1,0.05830358014179346
11,23.089294433234514,-1.0088962431502464,0.0,0.9994932287170847,2,29.119422662330333,0.17975938340062841,-0.6381525664728729,1,0.046022569651540834
12,22.133635308808362,-1.1332919901756067,0.0,1.0188857354394918,6,31.430866351417936,0.7572101797243788,-0.6545051396279826,1,0.03945669835514348
13,22.14187836037605,-0.92868710142082,0.0,1.0127739975437122,2,33.28195707932659,0.6799892837094427,-0.7657297683148845,1,0.03810008875515363
14,23.290203872546254,-1.2325547169482196,0.0,1.0077502393082711,0,23.626679374630196,0.7745202884420238,-0.9250265322215575,1,0.04617427307395981
15,22.219876991450754,-0.9565539782304286,0.0,1.0,0,33.28195707932659,0.487655371173195,-0.7468008485069211,1,0.05123649401054399
16,23.442536158177475,-1.883621949272654,0.0,1.0233564444444618,2,17.159661271858656,0.852847002456918,-1.0547889150145948,1,0.04012165801893724
17,23.47987967907862,-1.4040846575730057,0.0,1.0224011084279578,2,21.316093588330144,0.8537784752000315,-0.959802960863327,1,0.052573963068425655
18,23.006506539717137,-1.0516258675932297,0.0,0.9991690641581151,4,28.668246942333248,0.28521129075883156,-0.6695919810344696,1,0.05559988504660035
19,22.30750720342339,-1.0122901885605167,0.0,1.019299836042695,2,33.28195707932659,0.7827486817101832,-0.7158582738824825,1,0.05668277896570731
20,23.508301235253448,-1.2380371979738427,0.0,1.030970769448278,4,24.553535788018824,1.1183468231435771,-0.9735110850443796,1,0.058040120690647096
21,23.26810799079763,-1.1994401540358968,0.0,0.9976499911244682,1,25.47514800367024,0.20442540523040936,-0.8055058272096727,1,0.05280153144017926
22,22.91138715349756,-1.1045774979543146,0.0,1.006690649205527,6,30.509254135766522,0.5441921119093001,-0.7343521295744257,1,0.06112018825986715
23,22.276148573083905,-0.9639616866223772,0.0,1.017392508564645,6,33.7440742365866,0.7290914814709464,-0.7316819024375552,1,0.062369774152348574
24,23.44905552117763,-1.3017066034265024,0.0,1.0136994385134024,2,25.013030846410228,0.7895536967783111,-0.8734896868356566,1,0.06781498504463922
25,22.95372197146206,-1.6419100720705897,0.0,1.015115442512938,2,18.546012743638688,0.8759156990680403,-1.1118324145970693,1,0.06370535106738894
26,23.46527396846695,-1.3400639982533982,0.0,1.0047028543668441,4,23.626679374630196,0.7174085491818851,-0.8687937237991987,1,0.06440484199601297
27,22.201019490252513,-1.0253524694707574,0.0,1.0214265576436792,3,31.895605607546553,0.706008413459347,-0.6074463990463912,1,0.07098559049357261
28,23.31216953003558,-1.2167444793983222,0.0,1.0093613282012324,1,25.013030846410228,0.5336044385713765,-0.7897649229537378,1,0.06998214198445732
29,23.1003200110676,-1.7922980215516238,0.0,1.0112507223886709,0,17.159661271858656,0.5280210199890384,-0.992871814379937,1,0.0716460391290878
30,23.428406635204514,-1.4232163007176428,0.0,1.006086198572794,2,21.316093588330144,0.6542198114865009,-1.0370490090185769,1,0.079582764271726
31,23.301787944888634,-1.2291329866588883,0.0,1.0322350827069355,5,24.550913689150217,1.2496925109132606,-1.0673039611085247,1,0.07485541674584427
32,23.460807648775546,-1.394877470839843,0.0,1.0035427817705833,1,22.702445060110175,0.46793027886193067,-0.898874922298843,1,0.11538184045813978
33,23.47228978465569,-1.3344911673840938,0.0,1.0183937470390019,0,24.088796531890207,0.7649541534732474,-0.8725582435645879,1,0.06911314820062439
34,22.20967842807823,-1.0521370819221836,0.0,1.0032814917238821,3,31.892983508677947,0.49856895857107586,-0.7354619041227226,1,0.07342999654689006
35,23.43402946459165,-1.9269699052162539,0.0,1.0341096682279105,0,18.08127348751007,0.9659977086733214,-1.178508856937978,1,0.07757583998609334
36,22.090282366857732,-1.0241310635055187,0.0,1.0052770736561323,2,33.28195707932659,0.7309004487236336,-0.6209902210597363,1,0.08898827830355054
37,22.781656699615215,-1.1203891507695953,0.0,1.0097593120420325,5,31.433488450286543,0.5855939981091015,-0.742197662200315,1,0.08019346163432667
38,22.21116534357767,-1.1941241874105875,0.0,1.0079425964810076,1,29.11679596216988,0.5076278264934522,-0.711857834692231,1,0.08282009758841014
39,23.392667906296868,-1.2028188001208113,0.0,1.0191945712744221,4,24.091418630758813,0.8209410935102582,-1.0222365981932886,1,0.09121130324267554
40,23.340020524650548,-1.2036816326410678,0.0,1.0119705115229691,5,25.015652945278834,0.588926489444738,-1.005260453520756,1,0.08982428235255858
41,23.037116823592,-1.0401632422923266,0.0,1.0167501032622754,2,30.04713697850651,0.321751219253357,-0.5587390923006477,1,0.0785487940619615
42,23.146287219254283,-1.7040242147764537,0.0,1.0038374644116073,0,18.083895586378677,0.4475171898368734,-1.158978105153966,1,0.07558864266611635
43,23.276644011764756,-2.0226365892602316,0.0,1.012675288346516,4,17.15703917299005,1.3244522440676416,-1.0292900018668132,1,0.09234588019745915
44,22.965218424321396,-1.0647468809965905,0.0,1.0,0,29.119422662330333,0.0660872415946034,-0.4665300857591055,1,0.14433184684457956
45,22.94876351586884,-1.0841707381078365,0.0,1.0075965090899182,2,32.247925081026146,0.44842725812463846,-0.6999076435599478,1,0.10522224971840918
46,22.978379406082194,-1.1929259639567398,0.0,1.0009572343241537,0,28.668246942333248,0.22461670890862565,-0.6485144528190202,1,0.10603799990245275
47,23.387017114556112,-1.2878805719893212,0.0,0.9995962116967224,2,23.164562217370186,0.5831575205475069,-0.9019738428328354,1,0.09270378350572404
48,22.993576716881407,-1.8532799347054298,0.0,1.0085596905012841,1,19.005507802030092,1.0749549717833202,-0.9785804962175255,1,0.1175847618086707
49,22.863987926121027,-1.081882397537227,0.0,1.0015811883095425,4,33.142550318851185,0.46815319537039024,-0.8446214204370777,1,0.11714095951453464
50,23.395176366274846,-1.3585235582861965,0.0,1.0286313355986247,4,25.013030846410228,1.3553943191322537,-0.9903553941118858,1,0.10371529900214889
51,23.412387816715587,-1.2026915989951548,0.0,1.0216199586565762,2,24.091418630758813,0.5662546570747679,-0.9806462269075666,1,0.08770963799138114
52,23.15525045600996,-1.8488207021292657,0.0,0.9989262436977869,5,18.546012743638688,0.6756548156636488,-0.9876639352624732,1,0.09224574290579413
53,23.420910446993023,-1.1945522612216226,0.0,1.018167495061539,5,25.015652945278834,0.9743552307453482,-0.9874109643516522,1,0.08656526712531393
54,23.490279988673397,-1.4121083067489646,0.0,0.9949108693422781,2,20.853976431070134,0.7158180537053448,-0.9565648321723991,1,0.13094311235877482
55,23.450472171356243,-1.3587095424687643,0.0,1.0067694670639316,3,22.240327902850165,0.48102581672712696,-1.0483574463196152,1,0.09074397122829544
56,23.388271081808938,-1.3702385139396547,0.0,1.0127712862776772,2,20.853976431070134,0.7654921521287641,-0.9916162756683545,1,0.11908285579968082
57,22.99352168579193,-1.0023006180013776,0.0,1.0014551600864632,2,30.04713697850651,0.2523701592536834,-0.7278816677526035,1,0.0946295978289775
58,23.376521664408298,-1.2888075452456405,0.0,1.024226560995077,2,24.550913689150217,1.0358012398636183,-0.9901873507375462,1,0.08384291131773756
59,23.38076742928343,-1.2248667319243012,0.0,1.0284207642109113,5,21.78083284445876,1.1030649765012297,-0.9662565628825179,1,0.09403398264354716
60,22.293533465137003,-0.9949160270685655,0.0,1.0079496422580587,0,33.28195707932659,0.7756561386612526,-0.6592359104413339,1,0.0879467843476785
61,22.28792918106334,-1.1503453449744097,0.0,1.005432952775807,4,30.968749194157926,0.5002963014622195,-0.7556181409141739,1,0.11796512041131363
62,23.279576005310627,-1.9031590150080715,0.0,1.0,1,16.235426957338635,0.5406606185731992,-0.9740836641023972,1,0.09215490514826444
63,23.51839764368178,-1.4589137421013787,0.0,1.0183407771385586,3,21.316093588330144,0.8087523452547011,-1.1149115667674885,1,0.15149357579054035
64,22.41866106411837,-1.0435937992198123,0.0,1.0214952932383474,6,33.741452137717985,0.8345922351372874,-0.7953712000440477,1,0.07880851962427432
65,23.32225740036805,-1.9975707810790442,0.0,1.0220012832654455,3,16.69492201573004,1.0488112336678048,-1.1281015261622733,1,0.06988320179988404
66,22.038007464692907,-0.990512532029993,0.0,0.9993387648608728,2,33.28195707932659,0.6082229207524593,-0.5607129772506376,1,0.09237501367429042
67,23.01303127208825,-1.2201165784542898,0.0,1.0052666717676302,0,30.506632036897916,0.18992162725476505,-0.5622184749878829,1,0.08637293242960613
68,22.35227001012153,-1.003656701052128,0.0,1.009014352243086,0,33.28195707932659,0.5975454747995388,-0.7790448104448443,1,0.07910699283780709
